timestamp,graph_nodes,graph_edges,insertion_time_nodes,insertion_time_edges
2026-06-09T13:28:48.708365,35785,126318,14,78
2026-06-09T13:28:49.818614,35786,126320,7,86
2026-06-09T13:28:54.099256,35789,126323,68,411
2026-06-09T13:28:58.066313,35790,126336,105,602
2026-06-09T13:29:01.359519,35791,126354,19,87
2026-06-09T13:29:05.262038,35792,126357,12,59
2026-06-09T13:29:06.384043,35793,126359,5,93
2026-06-09T13:29:07.403594,35794,126362,5,108
2026-06-09T13:29:11.335872,35795,126365,34,182
2026-06-09T13:29:12.239971,35795,126371,5,28
2026-06-09T13:29:13.229049,35796,126371,5,27
2026-06-09T13:29:14.237022,35797,126372,5,28
2026-06-09T13:29:15.378508,35798,126373,4,134
2026-06-09T13:29:16.336029,35798,126377,4,87
2026-06-09T13:29:17.343838,35798,126377,4,65
2026-06-09T13:29:21.496932,35799,126377,24,161
2026-06-09T13:29:22.371809,35800,126383,3,0
2026-06-09T13:29:23.547677,35800,126383,6,103
2026-06-09T13:29:24.408755,35800,126383,4,0
2026-06-09T13:29:28.186472,35801,126383,18,117
2026-06-09T13:29:29.227167,35801,126387,4,57
2026-06-09T13:29:30.260779,35802,126387,5,60
2026-06-09T13:29:34.413072,35803,126389,24,167
2026-06-09T13:29:35.279183,35803,126394,5,0
2026-06-09T13:29:36.288186,35803,126394,5,0
2026-06-09T13:29:40.607519,35804,126394,40,272
2026-06-09T13:29:41.652041,35805,126402,6,228
2026-06-09T13:29:42.443260,35806,126410,7,65
2026-06-09T13:29:43.419949,35807,126412,5,33
2026-06-09T13:29:47.463949,35808,126413,26,157
2026-06-09T13:29:48.695799,35809,126418,8,260
2026-06-09T13:29:52.585777,35810,126422,19,105
2026-06-09T13:29:56.524445,35811,126425,24,148
2026-06-09T13:29:57.553164,35811,126430,8,88
2026-06-09T13:29:58.623071,35812,126430,6,118
2026-06-09T13:30:03.612349,35813,126433,131,858
2026-06-09T13:30:03.879665,35814,126458,6,141
2026-06-09T13:30:07.620175,35815,126462,39,258
2026-06-09T13:30:11.531060,35818,126470,48,309
2026-06-09T13:30:12.346637,35819,126480,5,113
2026-06-09T13:30:13.202513,35820,126484,5,0
2026-06-09T13:30:17.396855,35821,126484,25,147
2026-06-09T13:30:21.240629,35822,126489,13,86
2026-06-09T13:30:22.322367,35823,126492,5,75
2026-06-09T13:30:23.241522,35823,126494,5,0
2026-06-09T13:30:24.248202,35823,126494,3,0
2026-06-09T13:30:28.252361,35824,126494,25,150
2026-06-09T13:30:32.178553,35825,126499,23,118
2026-06-09T13:30:36.259910,35826,126503,50,242
2026-06-09T13:30:37.211049,35826,126511,6,122
2026-06-09T13:30:38.179849,35826,126511,4,84
2026-06-09T13:30:39.511736,35827,126511,7,242
2026-06-09T13:30:40.082785,35828,126518,5,0
2026-06-09T13:30:44.516529,35829,126518,32,157
2026-06-09T13:30:48.139438,35830,126523,13,82
2026-06-09T13:30:52.178987,35831,126525,24,150
2026-06-09T13:30:58.179035,35832,126530,283,1767
2026-06-09T13:30:59.954276,35833,126579,15,96
2026-06-09T13:31:01.080644,35833,126582,6,104
2026-06-09T13:31:01.924241,35833,126582,5,0
2026-06-09T13:31:03.152068,35834,126582,5,118
2026-06-09T13:31:07.072015,35835,126586,17,87
2026-06-09T13:31:08.056761,35835,126589,5,27
2026-06-09T13:31:09.217769,35836,126589,5,93
2026-06-09T13:31:10.077217,35837,126592,6,0
2026-06-09T13:31:11.187686,35838,126592,5,87
2026-06-09T13:31:12.328158,35839,126595,5,176
2026-06-09T13:31:16.321379,35840,126600,31,198
2026-06-09T13:31:20.280981,35841,126606,29,179
2026-06-09T13:31:21.209436,35842,126612,5,28
2026-06-09T13:31:22.159668,35842,126613,7,0
2026-06-09T13:31:23.172456,35842,126613,4,0
2026-06-09T13:31:24.313211,35842,126613,4,82
2026-06-09T13:31:25.420699,35843,126613,5,104
2026-06-09T13:31:26.364823,35844,126616,5,96
2026-06-09T13:31:27.315667,35845,126619,4,26
2026-06-09T13:31:28.336912,35845,126620,4,28
2026-06-09T13:31:29.296865,35845,126620,4,0
2026-06-09T13:31:30.396966,35846,126620,4,54
2026-06-09T13:31:34.216059,35847,126622,13,105
2026-06-09T13:31:35.203166,35847,126625,6,26
2026-06-09T13:31:39.178398,35848,126625,23,119
2026-06-09T13:31:40.152967,35848,126629,4,29
2026-06-09T13:31:42.276141,35850,126629,5,97
2026-06-09T13:31:46.200197,35851,126632,14,92
2026-06-09T13:31:47.416552,35851,126635,6,168
2026-06-09T13:31:51.396435,35852,126637,26,148
2026-06-09T13:31:55.569830,35853,126642,27,86
2026-06-09T13:31:56.677567,35855,126645,6,92
2026-06-09T13:31:57.676189,35856,126648,5,103
2026-06-09T13:31:58.756454,35857,126651,5,130
2026-06-09T13:31:59.634620,35857,126657,12,30
2026-06-09T13:32:03.799158,35858,126657,37,210
2026-06-09T13:32:04.656986,35858,126664,7,40
2026-06-09T13:32:08.584109,35859,126664,17,127
2026-06-09T13:32:12.522474,35860,126668,15,97
2026-06-09T13:32:16.764765,35861,126671,48,222
2026-06-09T13:32:17.527107,35861,126678,4,0
2026-06-09T13:32:18.539827,35861,126678,5,0
2026-06-09T13:32:19.650445,35861,126678,4,77
2026-06-09T13:32:20.656480,35861,126678,5,57
2026-06-09T13:32:21.780675,35861,126678,5,143
2026-06-09T13:32:22.628929,35861,126678,4,0
2026-06-09T13:32:23.648918,35861,126678,5,0
2026-06-09T13:32:24.690492,35861,126678,4,1
2026-06-09T13:32:25.706211,35861,126678,4,0
2026-06-09T13:32:26.717438,35861,126678,4,0
2026-06-09T13:32:27.802638,35862,126678,5,34
2026-06-09T13:32:28.941994,35862,126679,5,128
2026-06-09T13:32:29.785500,35863,126679,5,0
2026-06-09T13:32:30.892325,35864,126679,4,88
2026-06-09T13:32:31.830164,35864,126681,4,0
2026-06-09T13:32:32.841566,35864,126681,4,0
2026-06-09T13:32:33.909350,35864,126681,4,0
2026-06-09T13:32:34.942280,35864,126681,4,0
2026-06-09T13:32:35.964254,35864,126681,4,28
2026-06-09T13:32:36.992688,35864,126681,4,30
2026-06-09T13:32:41.248269,35866,126681,54,276
2026-06-09T13:32:42.078372,35866,126690,5,162
2026-06-09T13:32:46.082283,35867,126690,15,103
2026-06-09T13:32:47.010558,35867,126693,5,0
2026-06-09T13:32:48.016828,35867,126693,3,0
2026-06-09T13:32:52.057445,35868,126693,26,153
2026-06-09T13:32:53.051253,35868,126698,5,55
2026-06-09T13:32:53.969763,35868,126698,4,0
2026-06-09T13:32:54.988717,35868,126698,4,1
2026-06-09T13:32:56.177432,35868,126698,5,149
2026-06-09T13:32:57.021864,35869,126698,4,0
2026-06-09T13:32:58.030714,35869,126698,3,0
2026-06-09T13:32:59.051996,35870,126698,3,0
2026-06-09T13:33:00.076235,35870,126698,4,0
2026-06-09T13:33:01.079299,35871,126698,4,0
2026-06-09T13:33:02.100311,35871,126698,4,0
2026-06-09T13:33:03.123194,35872,126698,4,0
2026-06-09T13:33:04.143878,35872,126698,4,0
2026-06-09T13:33:05.154642,35873,126698,5,0
2026-06-09T13:33:06.164912,35873,126698,3,0
2026-06-09T13:33:07.193901,35874,126698,4,0
2026-06-09T13:33:08.276713,35874,126698,4,66
2026-06-09T13:33:09.225761,35874,126698,5,0
2026-06-09T13:33:10.244991,35874,126698,5,0
2026-06-09T13:33:11.274828,35874,126698,4,0
2026-06-09T13:33:12.288164,35874,126698,4,0
2026-06-09T13:33:16.294537,35875,126698,19,114
2026-06-09T13:33:20.976668,35877,126702,113,690
2026-06-09T13:33:21.245931,35877,126724,8,93
2026-06-09T13:33:25.117991,35878,126724,17,122
2026-06-09T13:33:26.448717,35878,126728,6,218
2026-06-09T13:33:27.253256,35878,126728,5,87
2026-06-09T13:33:31.141174,35879,126728,18,97
2026-06-09T13:33:32.204610,35880,126731,5,65
2026-06-09T13:33:36.201326,35881,126733,30,219
2026-06-09T13:33:37.249992,35881,126739,7,167
2026-06-09T13:33:41.121100,35882,126739,28,184
2026-06-09T13:33:42.071401,35882,126744,5,67
2026-06-09T13:33:43.339314,35882,126744,6,229
2026-06-09T13:33:44.020642,35883,126745,4,29
2026-06-09T13:33:45.136071,35884,126746,4,81
2026-06-09T13:33:46.002408,35885,126748,4,0
2026-06-09T13:33:47.132637,35886,126748,6,67
2026-06-09T13:33:51.148692,35887,126750,17,135
2026-06-09T13:33:55.252447,35889,126754,27,192
2026-06-09T13:33:56.085253,35889,126761,4,0
2026-06-09T13:33:59.994196,35890,126761,16,93
2026-06-09T13:34:01.048904,35890,126764,6,54
2026-06-09T13:34:02.060411,35890,126764,4,54
2026-06-09T13:34:06.647826,35891,126764,89,594
2026-06-09T13:34:07.081676,35892,126781,5,88
2026-06-09T13:34:07.954042,35892,126784,4,0
2026-06-09T13:34:08.967502,35892,126784,4,0
2026-06-09T13:34:10.117748,35893,126784,6,108
2026-06-09T13:34:11.005212,35894,126787,4,0
2026-06-09T13:34:12.022893,35894,126787,4,1
2026-06-09T13:34:16.053613,35895,126787,25,150
2026-06-09T13:34:16.913020,35895,126792,5,0
2026-06-09T13:34:20.905292,35896,126792,13,89
2026-06-09T13:34:24.896914,35897,126795,13,60
2026-06-09T13:34:25.942887,35898,126797,6,28
2026-06-09T13:34:26.972922,35898,126798,8,34
2026-06-09T13:34:27.959585,35898,126798,4,28
2026-06-09T13:34:28.988553,35898,126798,3,27
2026-06-09T13:34:29.951039,35898,126798,5,0
2026-06-09T13:34:31.207307,35899,126798,5,115
2026-06-09T13:34:32.115056,35900,126802,5,62
2026-06-09T13:34:36.135176,35901,126804,18,138
2026-06-09T13:34:37.280805,35901,126808,4,113
2026-06-09T13:34:38.073321,35901,126808,6,0
2026-06-09T13:34:42.086968,35902,126808,12,89
2026-06-09T13:34:43.167736,35902,126811,5,55
2026-06-09T13:34:46.948933,35903,126811,13,99
2026-06-09T13:34:48.067275,35903,126814,6,85
2026-06-09T13:34:51.954913,35905,126814,14,84
2026-06-09T13:34:56.585079,35906,126817,87,527
2026-06-09T13:34:57.064828,35907,126834,6,103
2026-06-09T13:34:58.098447,35907,126837,5,82
2026-06-09T13:34:59.127101,35907,126837,5,136
2026-06-09T13:35:03.239438,35908,126837,41,288
2026-06-09T13:35:04.067752,35908,126846,5,61
2026-06-09T13:35:08.788692,35913,126846,64,411
2026-06-09T13:35:09.428046,35913,126858,7,85
2026-06-09T13:35:10.446123,35913,126858,4,82
2026-06-09T13:35:14.698548,35914,126858,27,199
2026-06-09T13:35:15.711730,35914,126864,9,83
2026-06-09T13:35:19.695056,35915,126864,23,175
2026-06-09T13:35:20.759514,35917,126869,6,137
2026-06-09T13:35:21.609131,35917,126875,5,0
2026-06-09T13:35:25.815014,35918,126875,18,58
2026-06-09T13:36:02.514203,35935,126877,4226,25053
2026-06-09T13:36:02.689734,35936,127501,16,92
2026-06-09T13:36:02.757259,35937,127504,5,0
2026-06-09T13:36:02.831460,35937,127504,5,0
2026-06-09T13:36:03.006850,35938,127504,14,99
2026-06-09T13:36:03.176294,35938,127507,6,86
2026-06-09T13:36:03.423264,35938,127507,4,141
2026-06-09T13:36:03.663113,35939,127507,23,151
2026-06-09T13:36:03.795081,35940,127512,12,59
2026-06-09T13:36:03.962178,35941,127514,16,76
2026-06-09T13:36:04.359945,35942,127516,42,271
2026-06-09T13:36:05.052928,35943,127524,77,486
2026-06-09T13:36:05.206976,35943,127538,6,67
2026-06-09T13:36:05.483639,35944,127538,5,104
2026-06-09T13:36:05.724195,35945,127541,6,107
2026-06-09T13:36:09.057103,35946,127544,47,296
2026-06-09T13:36:09.936472,35947,127553,5,97
2026-06-09T13:36:10.888994,35948,127556,4,55
2026-06-09T13:36:15.189146,35949,127558,59,310
2026-06-09T13:36:15.970528,35949,127567,5,81
2026-06-09T13:36:16.904621,35949,127567,4,0
2026-06-09T13:36:18.171729,35951,127567,5,143
2026-06-09T13:36:22.340860,35952,127572,32,205
2026-06-09T13:36:23.242960,35952,127579,6,54
2026-06-09T13:36:24.422226,35952,127579,4,140
2026-06-09T13:36:28.362870,35953,127579,24,115
2026-06-09T13:36:32.505083,35954,127583,38,219
2026-06-09T13:36:36.336237,35955,127590,17,112
2026-06-09T13:36:40.551195,35960,127594,41,237
2026-06-09T13:36:41.457519,35960,127602,5,81
2026-06-09T13:36:42.500057,35960,127602,4,98
2026-06-09T13:36:43.403149,35961,127602,5,27
2026-06-09T13:36:44.379041,35961,127603,3,26
2026-06-09T13:36:48.412034,35962,127603,25,143
2026-06-09T13:37:25.837867,35963,127608,4420,25625
2026-06-09T13:37:26.021367,35964,128279,14,85
2026-06-09T13:37:26.187343,35965,128282,12,96
2026-06-09T13:37:26.356169,35966,128285,13,95
2026-06-09T13:37:26.559232,35966,128288,6,92
2026-06-09T13:37:26.750217,35967,128288,4,94
2026-06-09T13:37:28.097313,35968,128291,152,990
2026-06-09T13:37:28.337952,35968,128321,5,89
2026-06-09T13:37:28.543351,35968,128321,6,96
2026-06-09T13:37:39.179180,35993,128321,1299,8025
2026-06-09T13:37:39.595091,35993,128557,5,190
2026-06-09T13:37:39.779559,35993,128557,5,91
2026-06-09T13:37:39.991120,35993,128557,4,98
2026-06-09T13:37:40.208277,35994,128557,18,130
2026-06-09T13:37:40.383983,35995,128561,4,66
2026-06-09T13:37:40.571396,35995,128563,5,64
2026-06-09T13:37:40.737105,35995,128563,4,61
2026-06-09T13:37:40.944553,35995,128563,4,63
2026-06-09T13:37:41.131979,35995,128563,4,60
2026-06-09T13:37:41.192504,35996,128563,5,0
2026-06-09T13:37:41.270100,35997,128563,5,0
2026-06-09T13:37:41.499734,35997,128563,4,127
2026-06-09T13:37:41.861199,35997,128563,5,148
2026-06-09T13:37:42.225021,35997,128563,6,183
2026-06-09T13:37:42.580627,35997,128563,4,162
2026-06-09T13:37:42.929608,35997,128563,4,158
2026-06-09T13:37:43.224800,35997,128563,5,180
2026-06-09T13:37:43.304447,35998,128563,3,0
2026-06-09T13:37:43.383074,35998,128563,5,0
2026-06-09T13:37:43.604647,35999,128563,5,104
2026-06-09T13:37:43.786851,35999,128566,5,92
2026-06-09T13:37:43.997504,36000,128566,4,99
2026-06-09T13:37:44.142724,36001,128570,4,30
2026-06-09T13:37:44.321832,36001,128571,3,63
2026-06-09T13:37:44.714660,36001,128571,4,190
2026-06-09T13:37:44.933756,36001,128571,5,101
2026-06-09T13:37:45.961825,36001,128571,4,206
2026-06-09T13:37:46.840893,36001,128571,4,153
2026-06-09T13:37:47.778229,36002,128571,5,70
2026-06-09T13:37:48.756770,36003,128573,7,62
2026-06-09T13:37:49.825976,36003,128575,5,94
2026-06-09T13:37:53.991163,36005,128575,19,123
2026-06-09T13:37:57.965411,36006,128579,12,91
2026-06-09T13:37:59.089017,36006,128582,4,85
2026-06-09T13:38:00.052283,36007,128582,5,64
2026-06-09T13:38:01.273041,36007,128584,4,154
2026-06-09T13:38:07.390871,36030,128584,272,1383
2026-06-09T13:38:07.472352,36031,128624,4,0
2026-06-09T13:38:07.544584,36031,128624,4,0
2026-06-09T13:38:08.509132,36032,128624,5,94
2026-06-09T13:38:10.400217,36033,128627,4,0
2026-06-09T13:38:15.312977,36034,128627,116,739
2026-06-09T13:38:15.559482,36034,128650,4,92
2026-06-09T13:38:19.225513,36037,128650,25,117
2026-06-09T13:38:20.256571,36037,128654,4,83
2026-06-09T13:38:21.254036,36037,128654,4,60
2026-06-09T13:38:22.266653,36037,128654,4,55
2026-06-09T13:38:23.289444,36037,128654,4,60
2026-06-09T13:38:24.351627,36037,128654,4,109
2026-06-09T13:38:25.307702,36037,128654,4,82
2026-06-09T13:38:26.459655,36037,128654,5,175
2026-06-09T13:38:27.338958,36037,128654,4,54
2026-06-09T13:38:28.347867,36037,128654,4,62
2026-06-09T13:38:29.479882,36037,128654,5,108
2026-06-09T13:38:30.548190,36037,128654,4,166
2026-06-09T13:38:31.463115,36037,128654,4,80
2026-06-09T13:38:32.557143,36037,128654,4,162
2026-06-09T13:38:33.523691,36037,128654,4,115
2026-06-09T13:38:35.497156,36037,128654,3,73
2026-06-09T13:38:36.486472,36037,128654,4,52
2026-06-09T13:38:37.690119,36037,128654,4,183
2026-06-09T13:38:38.612704,36037,128654,5,113
2026-06-09T13:38:39.551405,36037,128654,4,56
2026-06-09T13:38:40.600730,36037,128654,5,57
2026-06-09T13:38:41.578339,36037,128654,4,52
2026-06-09T13:38:42.618908,36037,128654,4,57
2026-06-09T13:38:43.713866,36037,128654,4,113
2026-06-09T13:38:44.695387,36037,128654,4,79
2026-06-09T13:38:45.739268,36037,128654,3,80
2026-06-09T13:38:47.715503,36037,128654,4,79
2026-06-09T13:38:48.786491,36037,128654,5,82
2026-06-09T13:38:49.764950,36037,128654,4,56
2026-06-09T13:38:50.719908,36037,128654,3,53
2026-06-09T13:38:51.894217,36037,128654,4,115
2026-06-09T13:38:52.867034,36037,128654,6,97
2026-06-09T13:38:53.804532,36037,128654,4,59
2026-06-09T13:38:54.865143,36037,128654,4,91
2026-06-09T13:38:55.881975,36037,128654,4,85
2026-06-09T13:38:56.988574,36037,128654,5,124
2026-06-09T13:38:57.924386,36037,128654,4,82
2026-06-09T13:38:58.926971,36037,128654,4,64
2026-06-09T13:38:59.969118,36037,128654,4,94
2026-06-09T13:39:00.973131,36037,128654,4,80
2026-06-09T13:39:01.917891,36037,128654,5,58
2026-06-09T13:39:02.936405,36037,128654,5,55
2026-06-09T13:39:03.987019,36037,128654,5,84
2026-06-09T13:39:05.064148,36037,128654,9,102
2026-06-09T13:39:06.039767,36037,128654,6,86
2026-06-09T13:39:07.034684,36037,128654,5,57
2026-06-09T13:39:08.061037,36037,128654,4,58
2026-06-09T13:39:09.224223,36037,128654,3,212
2026-06-09T13:39:10.314457,36037,128654,4,203
2026-06-09T13:39:11.092774,36037,128654,4,55
2026-06-09T13:39:12.131882,36037,128654,4,81
2026-06-09T13:39:13.108482,36037,128654,4,54
2026-06-09T13:39:14.169540,36037,128654,5,80
2026-06-09T13:39:15.169567,36037,128654,6,98
2026-06-09T13:39:16.266000,36037,128654,4,111
2026-06-09T13:39:17.264653,36037,128654,4,113
2026-06-09T13:39:18.497343,36037,128654,4,345
2026-06-09T13:39:19.317400,36037,128654,5,114
2026-06-09T13:39:20.206252,36037,128654,3,52
2026-06-09T13:39:21.259012,36037,128654,4,55
2026-06-09T13:39:22.306930,36037,128654,4,79
2026-06-09T13:39:23.359436,36037,128654,4,108
2026-06-09T13:39:24.309803,36037,128654,6,82
2026-06-09T13:39:25.308051,36037,128654,4,54
2026-06-09T13:39:26.309514,36037,128654,4,56
2026-06-09T13:39:27.374657,36037,128654,4,79
2026-06-09T13:39:28.418069,36037,128654,4,82
2026-06-09T13:39:29.441866,36037,128654,4,84
2026-06-09T13:39:30.385104,36037,128654,5,81
2026-06-09T13:39:31.449503,36037,128654,4,84
2026-06-09T13:39:32.475498,36037,128654,4,78
2026-06-09T13:39:33.424055,36037,128654,5,53
2026-06-09T13:39:34.486870,36037,128654,6,83
2026-06-09T13:39:35.495678,36037,128654,4,80
2026-06-09T13:39:36.529556,36037,128654,3,86
2026-06-09T13:39:37.540950,36037,128654,5,80
2026-06-09T13:39:38.597590,36037,128654,4,85
2026-06-09T13:39:39.559998,36037,128654,5,80
2026-06-09T13:39:40.581706,36037,128654,5,85
2026-06-09T13:39:41.634503,36037,128654,4,79
2026-06-09T13:39:42.592105,36037,128654,4,68
2026-06-09T13:39:43.633151,36037,128654,6,81
2026-06-09T13:39:44.674994,36037,128654,6,84
2026-06-09T13:39:45.741177,36037,128654,5,160
2026-06-09T13:39:46.639472,36037,128654,4,52
2026-06-09T13:39:47.888415,36037,128654,4,161
2026-06-09T13:39:48.716644,36037,128654,4,52
2026-06-09T13:39:49.738957,36037,128654,4,62
2026-06-09T13:39:50.970391,36037,128654,4,187
2026-06-09T13:39:51.746294,36037,128654,5,53
2026-06-09T13:39:52.769126,36037,128654,5,81
2026-06-09T13:39:53.800057,36037,128654,5,84
2026-06-09T13:39:54.799459,36037,128654,4,79
2026-06-09T13:39:55.832741,36037,128654,4,84
2026-06-09T13:39:56.929225,36037,128654,5,110
2026-06-09T13:39:57.956450,36037,128654,4,112
2026-06-09T13:39:58.861246,36037,128654,5,79
2026-06-09T13:39:59.845535,36037,128654,5,52
2026-06-09T13:40:00.884746,36037,128654,4,56
2026-06-09T13:40:01.967496,36037,128654,4,82
2026-06-09T13:40:02.925427,36037,128654,4,79
2026-06-09T13:40:03.950521,36037,128654,3,56
2026-06-09T13:40:05.008906,36037,128654,5,89
2026-06-09T13:40:05.958464,36037,128654,5,83
2026-06-09T13:40:06.973617,36037,128654,4,56
2026-06-09T13:40:08.138604,36037,128654,4,143
2026-06-09T13:40:08.970048,36037,128654,4,62
2026-06-09T13:40:10.003660,36037,128654,6,56
2026-06-09T13:40:11.060811,36037,128654,5,86
2026-06-09T13:40:12.009776,36037,128654,4,55
2026-06-09T13:40:13.266069,36037,128654,5,205
2026-06-09T13:40:14.079489,36037,128654,5,79
2026-06-09T13:40:15.152159,36037,128654,4,101
2026-06-09T13:40:16.271266,36037,128654,5,168
2026-06-09T13:40:17.199614,36037,128654,5,106
2026-06-09T13:40:18.205370,36037,128654,5,116
2026-06-09T13:40:19.136938,36037,128654,4,64
2026-06-09T13:40:20.106368,36037,128654,4,54
2026-06-09T13:40:21.152681,36037,128654,4,58
2026-06-09T13:40:22.321025,36037,128654,4,214
2026-06-09T13:40:23.150019,36037,128654,4,55
2026-06-09T13:40:24.406118,36037,128654,4,181
2026-06-09T13:40:25.320256,36037,128654,6,147
2026-06-09T13:40:26.321695,36037,128654,4,181
2026-06-09T13:40:27.260433,36037,128654,4,56
2026-06-09T13:40:28.264952,36037,128654,4,83
2026-06-09T13:40:29.339557,36037,128654,6,95
2026-06-09T13:40:30.414398,36037,128654,5,125
2026-06-09T13:40:31.298511,36037,128654,4,59
2026-06-09T13:40:32.386104,36037,128654,5,115
2026-06-09T13:40:33.315488,36037,128654,4,59
2026-06-09T13:40:34.643567,36037,128654,4,255
2026-06-09T13:40:35.340589,36037,128654,4,58
2026-06-09T13:40:36.368020,36037,128654,5,63
2026-06-09T13:40:37.413738,36037,128654,4,88
2026-06-09T13:40:38.419958,36037,128654,4,84
2026-06-09T13:40:39.461874,36037,128654,4,83
2026-06-09T13:40:40.478124,36037,128654,4,87
2026-06-09T13:40:41.446765,36037,128654,4,52
2026-06-09T13:40:42.475208,36037,128654,4,56
2026-06-09T13:40:43.535988,36037,128654,5,81
2026-06-09T13:40:44.531433,36037,128654,5,83
2026-06-09T13:40:45.565233,36037,128654,4,85
2026-06-09T13:40:46.693426,36037,128654,6,161
2026-06-09T13:40:47.552244,36037,128654,4,57
2026-06-09T13:40:48.623341,36037,128654,4,86
2026-06-09T13:40:49.596298,36037,128654,5,84
2026-06-09T13:40:50.609562,36037,128654,5,84
2026-06-09T13:40:51.589744,36037,128654,4,56
2026-06-09T13:40:52.600285,36037,128654,4,55
2026-06-09T13:40:53.693177,36037,128654,4,82
2026-06-09T13:40:54.633945,36037,128654,4,60
2026-06-09T13:40:55.654346,36037,128654,4,78
2026-06-09T13:40:56.678190,36037,128654,4,80
2026-06-09T13:40:57.738648,36037,128654,4,113
2026-06-09T13:40:58.739266,36037,128654,5,80
2026-06-09T13:40:59.705434,36037,128654,6,52
2026-06-09T13:41:00.734857,36037,128654,4,54
2026-06-09T13:41:01.785086,36037,128654,4,84
